,conductivity,GUID,run_order,Temp (C) 2,postdata,endpoint,output_cid,LiPF6_molalitt,EC_mass_fraction,DMC_cosolvent_ratio,sampling,expt_time,feeder_volume_valve_derate,feeder_densities,feeder_volumes
96,13.29486332,D4A8A2191165203E99CB75D9AC991821,2,27.18493506,"[('DMCEC7030', '380-18-0.9'), ('DMCEC7030LiPF61.5', '1520-1-0.7')]",RUNfast_derated2,DMC_EC|70_30|LiPF6|1.18,1.18,0.3,1,BO,13,"[('DMC_EC|70_30', '380-18-0.9'), ('DMC_EC|70_30|LiPF6|1.5', '1520-1-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'DMC_EC|70_30': 1.14}","{'DMC_EC|70_30': 380, 'DMC_EC|70_30|LiPF6|1.5': 1520}"
97,13.29486332,D4A8A2191165203E99CB75D9AC991821,2,27.18493506,"[('DMCEC7030', '380-18-0.9'), ('DMCEC7030LiPF61.5', '1520-1-0.7')]",RUNfast_derated2,DMC_EC|70_30|LiPF6|1.18,1.18,0.3,1,BO,13,"[('DMC_EC|70_30', '380-18-0.9'), ('DMC_EC|70_30|LiPF6|1.5', '1520-1-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'DMC_EC|70_30': 1.14}","{'DMC_EC|70_30': 380, 'DMC_EC|70_30|LiPF6|1.5': 1520}"
98,13.22877084,1AC9D3D166D2CA27971C5BD894D45CAC,1,26.79116883,"[('DMCEC7030', '380-18-0.9'), ('DMCEC5050', '190-19-0.9'), ('DMCEC7030LiPF61.5', '1330-1-0.7')]",RUNfast_derated2,DMC_EC|68_32|LiPF6|1.01,1.01,0.32,1,BO,15,"[('DMC_EC|70_30', '380-18-0.9'), ('DMC_EC|50_50', '190-19-0.9'), ('DMC_EC|70_30|LiPF6|1.5', '1330-1-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'DMC_EC|50_50': 1.192, 'DMC_EC|70_30': 1.14}","{'DMC_EC|70_30': 380, 'DMC_EC|50_50': 190, 'DMC_EC|70_30|LiPF6|1.5': 1330}"
99,13.35846863,1704AFA99D938947143577B689A447A7,2,26.86597403,"[('DMCEC7030', '380-18-0.9'), ('DMCEC5050', '190-19-0.9'), ('DMCEC7030LiPF61.5', '1330-1-0.7')]",RUNfast_derated2,DMC_EC|68_32|LiPF6|1.01,1.01,0.32,1,BO,17,"[('DMC_EC|70_30', '380-18-0.9'), ('DMC_EC|50_50', '190-19-0.9'), ('DMC_EC|70_30|LiPF6|1.5', '1330-1-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'DMC_EC|50_50': 1.192, 'DMC_EC|70_30': 1.14}","{'DMC_EC|70_30': 380, 'DMC_EC|50_50': 190, 'DMC_EC|70_30|LiPF6|1.5': 1330}"
100,12.89762957,395167E1BC773E5A51083C3A713D2D5A,3,26.93714286,"[('DMCEC7030', '380-18-0.9'), ('DMCEC5050', '190-19-0.9'), ('DMCEC7030LiPF61.5', '1330-1-0.7')]",RUNfast_derated2,DMC_EC|68_32|LiPF6|1.01,1.01,0.32,1,BO,16,"[('DMC_EC|70_30', '380-18-0.9'), ('DMC_EC|50_50', '190-19-0.9'), ('DMC_EC|70_30|LiPF6|1.5', '1330-1-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'DMC_EC|50_50': 1.192, 'DMC_EC|70_30': 1.14}","{'DMC_EC|70_30': 380, 'DMC_EC|50_50': 190, 'DMC_EC|70_30|LiPF6|1.5': 1330}"
101,13.26833829,BBED77B4BAFC3884BD076AD7B4E20787,1,27.13974026,"[('DMCEC5050', '760-19-0.9'), ('DMCEC5050LiPF61.5', '1140-7-0.7')]",RUNfast_derated2,DMC_EC|50_50|LiPF6|0.86,0.86,0.5,1,BO,12,"[('DMC_EC|50_50', '760-19-0.9'), ('DMC_EC|50_50|LiPF6|1.5', '1140-7-0.7')]","{'DMC_EC|50_50|LiPF6|1.5': 1.323, 'DMC_EC|50_50': 1.192}","{'DMC_EC|50_50': 760, 'DMC_EC|50_50|LiPF6|1.5': 1140}"
102,13.0564453,1D6A9EB87C1C58D1D856C6F59558E9D9,2,27.13142857,"[('DMCEC5050', '760-19-0.9'), ('DMCEC5050LiPF61.5', '1140-7-0.7')]",RUNfast_derated2,DMC_EC|50_50|LiPF6|0.86,0.86,0.5,1,BO,13,"[('DMC_EC|50_50', '760-19-0.9'), ('DMC_EC|50_50|LiPF6|1.5', '1140-7-0.7')]","{'DMC_EC|50_50|LiPF6|1.5': 1.323, 'DMC_EC|50_50': 1.192}","{'DMC_EC|50_50': 760, 'DMC_EC|50_50|LiPF6|1.5': 1140}"
103,13.04053048,2EA36919AD3F8A3BBD0944B2D97AF0FA,3,27.09818182,"[('DMCEC5050', '760-19-0.9'), ('DMCEC5050LiPF61.5', '1140-7-0.7')]",RUNfast_derated2,DMC_EC|50_50|LiPF6|0.86,0.86,0.5,1,BO,13,"[('DMC_EC|50_50', '760-19-0.9'), ('DMC_EC|50_50|LiPF6|1.5', '1140-7-0.7')]","{'DMC_EC|50_50|LiPF6|1.5': 1.323, 'DMC_EC|50_50': 1.192}","{'DMC_EC|50_50': 760, 'DMC_EC|50_50|LiPF6|1.5': 1140}"
104,13.65641498,BD6BDD4F741A3E07AC94C6D835E37A18,1,27.12467532,"[('DMCEC7030', '190-18-0.9'), ('DMCEC5050', '380-19-0.9'), ('DMCEC7030LiPF61.5', '950-1-0.7'), ('DMCEC5050LiPF61.5', '380-7-0.7')]",RUNfast_derated2,DMC_EC|62_38|LiPF6|1.01,1.01,0.38,1,BO,20,"[('DMC_EC|70_30', '190-18-0.9'), ('DMC_EC|50_50', '380-19-0.9'), ('DMC_EC|70_30|LiPF6|1.5', '950-1-0.7'), ('DMC_EC|50_50|LiPF6|1.5', '380-7-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'DMC_EC|50_50|LiPF6|1.5': 1.323, 'DMC_EC|50_50': 1.192, 'DMC_EC|70_30': 1.14}","{'DMC_EC|70_30': 190, 'DMC_EC|50_50': 380, 'DMC_EC|70_30|LiPF6|1.5': 950, 'DMC_EC|50_50|LiPF6|1.5': 380}"
105,13.38906559,7B4BE328B7656DD7AEE39E3ADBA0053C,2,27.03376623,"[('DMCEC7030', '190-18-0.9'), ('DMCEC5050', '380-19-0.9'), ('DMCEC7030LiPF61.5', '950-1-0.7'), ('DMCEC5050LiPF61.5', '380-7-0.7')]",RUNfast_derated2,DMC_EC|62_38|LiPF6|1.01,1.01,0.38,1,BO,20,"[('DMC_EC|70_30', '190-18-0.9'), ('DMC_EC|50_50', '380-19-0.9'), ('DMC_EC|70_30|LiPF6|1.5', '950-1-0.7'), ('DMC_EC|50_50|LiPF6|1.5', '380-7-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'DMC_EC|50_50|LiPF6|1.5': 1.323, 'DMC_EC|50_50': 1.192, 'DMC_EC|70_30': 1.14}","{'DMC_EC|70_30': 190, 'DMC_EC|50_50': 380, 'DMC_EC|70_30|LiPF6|1.5': 950, 'DMC_EC|50_50|LiPF6|1.5': 380}"
106,13.3604406,443811AB0372D5BEC7C9185D2B270FB1,3,26.98597403,"[('DMCEC7030', '190-18-0.9'), ('DMCEC5050', '380-19-0.9'), ('DMCEC7030LiPF61.5', '950-1-0.7'), ('DMCEC5050LiPF61.5', '380-7-0.7')]",RUNfast_derated2,DMC_EC|62_38|LiPF6|1.01,1.01,0.38,1,BO,20,"[('DMC_EC|70_30', '190-18-0.9'), ('DMC_EC|50_50', '380-19-0.9'), ('DMC_EC|70_30|LiPF6|1.5', '950-1-0.7'), ('DMC_EC|50_50|LiPF6|1.5', '380-7-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'DMC_EC|50_50|LiPF6|1.5': 1.323, 'DMC_EC|50_50': 1.192, 'DMC_EC|70_30': 1.14}","{'DMC_EC|70_30': 190, 'DMC_EC|50_50': 380, 'DMC_EC|70_30|LiPF6|1.5': 950, 'DMC_EC|50_50|LiPF6|1.5': 380}"
107,9.970945463,1EC52AC5B7EE814AC8A5A3A6E58F661E,1,27.27168831,"[('ECEMC3070', '570-15-0.9'), ('ECEMC5050', '380-16-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7'), ('DMCEC7030LiPF61.5', '380-1-0.7')]",RUNfast_derated2,DMC_EC_EMC|14_34_52|LiPF6|0.71,0.71,0.34,0.212121212,BO,19,"[('EC_EMC|30_70', '570-15-0.9'), ('EC_EMC|50_50', '380-16-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7'), ('DMC_EC|70_30|LiPF6|1.5', '380-1-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'EC_EMC|30_70|LiPF6|1.5': 1.225, 'EC_EMC|50_50': 1.156, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 570, 'EC_EMC|50_50': 380, 'EC_EMC|30_70|LiPF6|1.5': 570, 'DMC_EC|70_30|LiPF6|1.5': 380}"
108,10.06027432,75AD85B84F7C73E1A3EFE692DD102434,2,27.36,"[('ECEMC3070', '570-15-0.9'), ('ECEMC5050', '380-16-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7'), ('DMCEC7030LiPF61.5', '380-1-0.7')]",RUNfast_derated2,DMC_EC_EMC|14_34_52|LiPF6|0.71,0.71,0.34,0.212121212,BO,20,"[('EC_EMC|30_70', '570-15-0.9'), ('EC_EMC|50_50', '380-16-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7'), ('DMC_EC|70_30|LiPF6|1.5', '380-1-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'EC_EMC|30_70|LiPF6|1.5': 1.225, 'EC_EMC|50_50': 1.156, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 570, 'EC_EMC|50_50': 380, 'EC_EMC|30_70|LiPF6|1.5': 570, 'DMC_EC|70_30|LiPF6|1.5': 380}"
109,10.03340522,4473C11B45700A9E662A281F678F26C6,3,27.36883117,"[('ECEMC3070', '570-15-0.9'), ('ECEMC5050', '380-16-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7'), ('DMCEC7030LiPF61.5', '380-1-0.7')]",RUNfast_derated2,DMC_EC_EMC|14_34_52|LiPF6|0.71,0.71,0.34,0.212121212,BO,20,"[('EC_EMC|30_70', '570-15-0.9'), ('EC_EMC|50_50', '380-16-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7'), ('DMC_EC|70_30|LiPF6|1.5', '380-1-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'EC_EMC|30_70|LiPF6|1.5': 1.225, 'EC_EMC|50_50': 1.156, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 570, 'EC_EMC|50_50': 380, 'EC_EMC|30_70|LiPF6|1.5': 570, 'DMC_EC|70_30|LiPF6|1.5': 380}"
110,4.152961892,9B67E65C752132C0A88C3BFE444F9412,1,27.48051948,"[('ECEMC3070', '570-15-0.9'), ('DMCEC7030', '190-18-0.9'), ('ECEMC5050', '950-16-0.9'), ('DMCEC7030LiPF61.5', '190-1-0.7')]",RUNfast_derated2,DMC_EC_EMC|14_40_46|LiPF6|0.14,0.14,0.4,0.233333333,RAND,19,"[('EC_EMC|30_70', '570-15-0.9'), ('DMC_EC|70_30', '190-18-0.9'), ('EC_EMC|50_50', '950-16-0.9'), ('DMC_EC|70_30|LiPF6|1.5', '190-1-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'DMC_EC|70_30': 1.14, 'EC_EMC|50_50': 1.156, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 570, 'DMC_EC|70_30': 190, 'EC_EMC|50_50': 950, 'DMC_EC|70_30|LiPF6|1.5': 190}"
111,4.277031911,D6A69C8EE7D94024DCEC15E928162763,2,27.39896104,"[('ECEMC3070', '570-15-0.9'), ('DMCEC7030', '190-18-0.9'), ('ECEMC5050', '950-16-0.9'), ('DMCEC7030LiPF61.5', '190-1-0.7')]",RUNfast_derated2,DMC_EC_EMC|14_40_46|LiPF6|0.14,0.14,0.4,0.233333333,RAND,19,"[('EC_EMC|30_70', '570-15-0.9'), ('DMC_EC|70_30', '190-18-0.9'), ('EC_EMC|50_50', '950-16-0.9'), ('DMC_EC|70_30|LiPF6|1.5', '190-1-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'DMC_EC|70_30': 1.14, 'EC_EMC|50_50': 1.156, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 570, 'DMC_EC|70_30': 190, 'EC_EMC|50_50': 950, 'DMC_EC|70_30|LiPF6|1.5': 190}"
112,4.192766639,FABD2672BE54C4B35B1F6C35179A2365,3,27.38025974,"[('ECEMC3070', '570-15-0.9'), ('DMCEC7030', '190-18-0.9'), ('ECEMC5050', '950-16-0.9'), ('DMCEC7030LiPF61.5', '190-1-0.7')]",RUNfast_derated2,DMC_EC_EMC|14_40_46|LiPF6|0.14,0.14,0.4,0.233333333,RAND,20,"[('EC_EMC|30_70', '570-15-0.9'), ('DMC_EC|70_30', '190-18-0.9'), ('EC_EMC|50_50', '950-16-0.9'), ('DMC_EC|70_30|LiPF6|1.5', '190-1-0.7')]","{'DMC_EC|70_30|LiPF6|1.5': 1.27, 'DMC_EC|70_30': 1.14, 'EC_EMC|50_50': 1.156, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 570, 'DMC_EC|70_30': 190, 'EC_EMC|50_50': 950, 'DMC_EC|70_30|LiPF6|1.5': 190}"
113,9.314261352,6C4A192F44DBC0F1E71B16CBC319794E,1,26.8987013,"[('DMCEC7030', '0-5-0.95'), ('DMCEC5050', '190-15-0.95'), ('DMCEC7030LiPF62', '285-4-0.8'), ('DMCEC5050LiPF62', '1425-3-0.7')]",RUNfast_derated2,DMC_EC|53_47|LiPF6|1.78,1.78,0.47,1,RAND,16,"[('DMC_EC|70_30', '0-5-0.95'), ('DMC_EC|50_50', '190-15-0.95'), ('DMC_EC|70_30|LiPF6|2', '285-4-0.8'), ('DMC_EC|50_50|LiPF6|2', '1425-3-0.7')]","{'DMC_EC|70_30|LiPF6|2': 1.31, 'DMC_EC|50_50|LiPF6|2': 1.362, 'DMC_EC|70_30': 1.13, 'DMC_EC|50_50': 1.18}","{'DMC_EC|70_30': 0, 'DMC_EC|50_50': 190, 'DMC_EC|70_30|LiPF6|2': 285, 'DMC_EC|50_50|LiPF6|2': 1425}"
114,9.338242896,47D5483DD9211E1A363A55B19C85FD28,2,26.81142857,"[('DMCEC7030', '0-5-0.95'), ('DMCEC5050', '190-15-0.95'), ('DMCEC7030LiPF62', '285-4-0.8'), ('DMCEC5050LiPF62', '1425-3-0.7')]",RUNfast_derated2,DMC_EC|53_47|LiPF6|1.78,1.78,0.47,1,RAND,16,"[('DMC_EC|70_30', '0-5-0.95'), ('DMC_EC|50_50', '190-15-0.95'), ('DMC_EC|70_30|LiPF6|2', '285-4-0.8'), ('DMC_EC|50_50|LiPF6|2', '1425-3-0.7')]","{'DMC_EC|70_30|LiPF6|2': 1.31, 'DMC_EC|50_50|LiPF6|2': 1.362, 'DMC_EC|70_30': 1.13, 'DMC_EC|50_50': 1.18}","{'DMC_EC|70_30': 0, 'DMC_EC|50_50': 190, 'DMC_EC|70_30|LiPF6|2': 285, 'DMC_EC|50_50|LiPF6|2': 1425}"
115,9.030114176,BBE63C18839669D776D49140413559A6,3,26.75948052,"[('DMCEC7030', '0-5-0.95'), ('DMCEC5050', '190-15-0.95'), ('DMCEC7030LiPF62', '285-4-0.8'), ('DMCEC5050LiPF62', '1425-3-0.7')]",RUNfast_derated2,DMC_EC|53_47|LiPF6|1.78,1.78,0.47,1,RAND,16,"[('DMC_EC|70_30', '0-5-0.95'), ('DMC_EC|50_50', '190-15-0.95'), ('DMC_EC|70_30|LiPF6|2', '285-4-0.8'), ('DMC_EC|50_50|LiPF6|2', '1425-3-0.7')]","{'DMC_EC|70_30|LiPF6|2': 1.31, 'DMC_EC|50_50|LiPF6|2': 1.362, 'DMC_EC|70_30': 1.13, 'DMC_EC|50_50': 1.18}","{'DMC_EC|70_30': 0, 'DMC_EC|50_50': 190, 'DMC_EC|70_30|LiPF6|2': 285, 'DMC_EC|50_50|LiPF6|2': 1425}"
116,11.64521325,834BE9929ACD89D9A9329CC09769D0DC,1,27.60363636,"[('ECEMC3070', '380-15-0.9'), ('DMCEC5050', '190-19-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7'), ('DMCEC5050LiPF61.5', '760-7-0.7')]",RUNfast_derated2,DMC_EC_EMC|26_40_34|LiPF6|1.03,1.03,0.4,0.433333333,RAND,19,"[('EC_EMC|30_70', '380-15-0.9'), ('DMC_EC|50_50', '190-19-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7'), ('DMC_EC|50_50|LiPF6|1.5', '760-7-0.7')]","{'EC_EMC|30_70|LiPF6|1.5': 1.225, 'DMC_EC|50_50|LiPF6|1.5': 1.323, 'DMC_EC|50_50': 1.192, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 380, 'DMC_EC|50_50': 190, 'EC_EMC|30_70|LiPF6|1.5': 570, 'DMC_EC|50_50|LiPF6|1.5': 760}"
117,11.73520248,5412558B68E93B46A4CBE9EBF4EAB8C1,2,27.48519481,"[('ECEMC3070', '380-15-0.9'), ('DMCEC5050', '190-19-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7'), ('DMCEC5050LiPF61.5', '760-7-0.7')]",RUNfast_derated2,DMC_EC_EMC|26_40_34|LiPF6|1.03,1.03,0.4,0.433333333,RAND,20,"[('EC_EMC|30_70', '380-15-0.9'), ('DMC_EC|50_50', '190-19-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7'), ('DMC_EC|50_50|LiPF6|1.5', '760-7-0.7')]","{'EC_EMC|30_70|LiPF6|1.5': 1.225, 'DMC_EC|50_50|LiPF6|1.5': 1.323, 'DMC_EC|50_50': 1.192, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 380, 'DMC_EC|50_50': 190, 'EC_EMC|30_70|LiPF6|1.5': 570, 'DMC_EC|50_50|LiPF6|1.5': 760}"
118,11.32056035,B489B037E1A88975A25CA023E6358158,3,27.43064935,"[('ECEMC3070', '380-15-0.9'), ('DMCEC5050', '190-19-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7'), ('DMCEC5050LiPF61.5', '760-7-0.7')]",RUNfast_derated2,DMC_EC_EMC|26_40_34|LiPF6|1.03,1.03,0.4,0.433333333,RAND,20,"[('EC_EMC|30_70', '380-15-0.9'), ('DMC_EC|50_50', '190-19-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7'), ('DMC_EC|50_50|LiPF6|1.5', '760-7-0.7')]","{'EC_EMC|30_70|LiPF6|1.5': 1.225, 'DMC_EC|50_50|LiPF6|1.5': 1.323, 'DMC_EC|50_50': 1.192, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 380, 'DMC_EC|50_50': 190, 'EC_EMC|30_70|LiPF6|1.5': 570, 'DMC_EC|50_50|LiPF6|1.5': 760}"
119,9.914111966,8E9AB5D12893D2FB4A33594C51B9B41A,1,27.52311688,"[('ECEMC3070', '190-15-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7'), ('ECEMC5050LiPF61.5', '1140-5-0.7')]",RUNfast_derated2,EC_EMC|42_58|LiPF6|1.34,1.34,0.42,0,RAND,16,"[('EC_EMC|30_70', '190-15-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7'), ('EC_EMC|50_50|LiPF6|1.5', '1140-5-0.7')]","{'EC_EMC|30_70|LiPF6|1.5': 1.225, 'EC_EMC|50_50|LiPF6|1.5': 1.287, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 190, 'EC_EMC|30_70|LiPF6|1.5': 570, 'EC_EMC|50_50|LiPF6|1.5': 1140}"
120,9.575203929,9126DBD72C5D006929037272E8319379,2,27.45194805,"[('ECEMC3070', '190-15-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7'), ('ECEMC5050LiPF61.5', '1140-5-0.7')]",RUNfast_derated2,EC_EMC|42_58|LiPF6|1.34,1.34,0.42,0,RAND,17,"[('EC_EMC|30_70', '190-15-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7'), ('EC_EMC|50_50|LiPF6|1.5', '1140-5-0.7')]","{'EC_EMC|30_70|LiPF6|1.5': 1.225, 'EC_EMC|50_50|LiPF6|1.5': 1.287, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 190, 'EC_EMC|30_70|LiPF6|1.5': 570, 'EC_EMC|50_50|LiPF6|1.5': 1140}"
121,9.559800534,DC6A9222932EB5AF2874ACE9D592D3A3,3,27.39688312,"[('ECEMC3070', '190-15-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7'), ('ECEMC5050LiPF61.5', '1140-5-0.7')]",RUNfast_derated2,EC_EMC|42_58|LiPF6|1.34,1.34,0.42,0,RAND,16,"[('EC_EMC|30_70', '190-15-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7'), ('EC_EMC|50_50|LiPF6|1.5', '1140-5-0.7')]","{'EC_EMC|30_70|LiPF6|1.5': 1.225, 'EC_EMC|50_50|LiPF6|1.5': 1.287, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 190, 'EC_EMC|30_70|LiPF6|1.5': 570, 'EC_EMC|50_50|LiPF6|1.5': 1140}"
122,8.061840508,CD4912C192926897DAD6B71581748358,1,27.47220779,"[('ECEMC3070', '950-15-0.9'), ('DMCEC7030', '380-18-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7')]",RUNfast_derated2,DMC_EC_EMC|15_30_55|LiPF6|0.42,0.42,0.3,0.214285714,RAND,16,"[('EC_EMC|30_70', '950-15-0.9'), ('DMC_EC|70_30', '380-18-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7')]","{'EC_EMC|30_70|LiPF6|1.5': 1.225, 'DMC_EC|70_30': 1.14, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 950, 'DMC_EC|70_30': 380, 'EC_EMC|30_70|LiPF6|1.5': 570}"
123,8.098914505,EE59BAECA6C82441E375BE7B2D11CA12,2,27.37298701,"[('ECEMC3070', '950-15-0.9'), ('DMCEC7030', '380-18-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7')]",RUNfast_derated2,DMC_EC_EMC|15_30_55|LiPF6|0.42,0.42,0.3,0.214285714,RAND,16,"[('EC_EMC|30_70', '950-15-0.9'), ('DMC_EC|70_30', '380-18-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7')]","{'EC_EMC|30_70|LiPF6|1.5': 1.225, 'DMC_EC|70_30': 1.14, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 950, 'DMC_EC|70_30': 380, 'EC_EMC|30_70|LiPF6|1.5': 570}"
124,7.734789536,3DE49F666DD70D6A64F28AB6B0B5AEB5,3,27.34857143,"[('ECEMC3070', '950-15-0.9'), ('DMCEC7030', '380-18-0.9'), ('ECEMC3070LiPF61.5', '570-2-0.7')]",RUNfast_derated2,DMC_EC_EMC|15_30_55|LiPF6|0.42,0.42,0.3,0.214285714,RAND,16,"[('EC_EMC|30_70', '950-15-0.9'), ('DMC_EC|70_30', '380-18-0.9'), ('EC_EMC|30_70|LiPF6|1.5', '570-2-0.7')]","{'EC_EMC|30_70|LiPF6|1.5': 1.225, 'DMC_EC|70_30': 1.14, 'EC_EMC|30_70': 1.095}","{'EC_EMC|30_70': 950, 'DMC_EC|70_30': 380, 'EC_EMC|30_70|LiPF6|1.5': 570}"